run,seed,degraded1,onset1_s,rate1,fail1_s,recover1_s,degraded2,onset2_s,rate2,fail2_s,recover2_s,degraded3,onset3_s,rate3,fail3_s,recover3_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,191,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,192,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,193,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,194,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,195,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,196,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,197,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,198,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,199,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
3,1237,idt2b,17.289,0.08051,25.633,36.033,idt2a,54.903,0.08818,66.995,79.777,idt2b,95.173,0.11826,104.0,112.461,200,availability_based,idt2a,0.97,18.0,0.995,0.93875,0
