timestamp_ms,timestamp_iso,active_provider,on_fallback,coverage_pct,area_sqm,active_robots,accuracy,latency_ms,reliability,freshness_ms,degraded
1774812341018,2026-03-29T21:25:41+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812344021,2026-03-29T21:25:44+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812347021,2026-03-29T21:25:47+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812350018,2026-03-29T21:25:50+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812353021,2026-03-29T21:25:53+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812355503,2026-03-29T21:25:55+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812358502,2026-03-29T21:25:58+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812361501,2026-03-29T21:26:01+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812364500,2026-03-29T21:26:04+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812367502,2026-03-29T21:26:07+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812370502,2026-03-29T21:26:10+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812373513,2026-03-29T21:26:13+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812376504,2026-03-29T21:26:16+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812379503,2026-03-29T21:26:19+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812382504,2026-03-29T21:26:22+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812385501,2026-03-29T21:26:25+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812387985,2026-03-29T21:26:27+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812390987,2026-03-29T21:26:30+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812393984,2026-03-29T21:26:33+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812396984,2026-03-29T21:26:36+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812399983,2026-03-29T21:26:39+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812402985,2026-03-29T21:26:42+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812405984,2026-03-29T21:26:45+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812408984,2026-03-29T21:26:48+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812411983,2026-03-29T21:26:51+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812414989,2026-03-29T21:26:54+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812417446,2026-03-29T21:26:57+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812420445,2026-03-29T21:27:00+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
1774812423445,2026-03-29T21:27:03+02:00,idt1a,0,0,0,2,0.95,1,0.97,0,0
1774812426450,2026-03-29T21:27:06+02:00,idt1a,0,0,0,2,0.95,12,0.97,0,0
