event_id,cdt_id,capability,prev_provider,next_provider,failure_time_ms,detection_time_ms,switch_time_ms,fail_to_switch_ms,decision_delay_ms,orchestration_mode,network_delay_ms,accuracy_before,latency_before_ms,reliability_before,accuracy_after,latency_after_ms,reliability_after
fo-1774811413555500238,cdt2,gas-measurement,idt2a,idt2b,1774811413517,1774811413555,1774811413555,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811413971947234,cdt2,gas-measurement,idt2a,idt2b,1774811413934,1774811413971,1774811413971,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811414389790290,cdt2,gas-measurement,idt2a,idt2b,1774811414352,1774811414389,1774811414389,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811414806471597,cdt2,gas-measurement,idt2a,idt2b,1774811414768,1774811414806,1774811414806,38.00,0.00,local,0.0,0.95,1.0000,0,0.85,1.0000,0.95
fo-1774811415224117185,cdt2,gas-measurement,idt2a,idt2b,1774811415186,1774811415224,1774811415224,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811415642328287,cdt2,gas-measurement,idt2a,idt2b,1774811415604,1774811415642,1774811415642,37.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811416075231326,cdt2,gas-measurement,idt2a,idt2b,1774811416032,1774811416075,1774811416075,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811416507708576,cdt2,gas-measurement,idt2a,idt2b,1774811416464,1774811416507,1774811416507,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811416940256421,cdt2,gas-measurement,idt2a,idt2b,1774811416897,1774811416940,1774811416940,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811417374105115,cdt2,gas-measurement,idt2a,idt2b,1774811417330,1774811417374,1774811417374,43.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811417807338594,cdt2,gas-measurement,idt2a,idt2b,1774811417764,1774811417807,1774811417807,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811418240281613,cdt2,gas-measurement,idt2a,idt2b,1774811418197,1774811418240,1774811418240,43.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811418672635147,cdt2,gas-measurement,idt2a,idt2b,1774811418629,1774811418672,1774811418672,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811419106601290,cdt2,gas-measurement,idt2a,idt2b,1774811419063,1774811419106,1774811419106,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811419539700195,cdt2,gas-measurement,idt2a,idt2b,1774811419497,1774811419539,1774811419539,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811419972557062,cdt2,gas-measurement,idt2a,idt2b,1774811419929,1774811419972,1774811419972,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811420404988831,cdt2,gas-measurement,idt2a,idt2b,1774811420362,1774811420404,1774811420404,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811420817214871,cdt2,gas-measurement,idt2a,idt2b,1774811420794,1774811420817,1774811420817,22.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811421267380354,cdt2,gas-measurement,idt2a,idt2b,1774811421224,1774811421267,1774811421267,43.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811421699522520,cdt2,gas-measurement,idt2a,idt2b,1774811421656,1774811421699,1774811421699,43.00,0.00,local,0.0,0.95,1.0000,0,0.85,15.0000,0.95
fo-1774811422132351769,cdt2,gas-measurement,idt2a,idt2b,1774811422090,1774811422132,1774811422132,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811422567016772,cdt2,gas-measurement,idt2a,idt2b,1774811422524,1774811422567,1774811422567,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811423001412467,cdt2,gas-measurement,idt2a,idt2b,1774811422958,1774811423001,1774811423001,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811423434444563,cdt2,gas-measurement,idt2a,idt2b,1774811423391,1774811423434,1774811423434,42.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811423867135185,cdt2,gas-measurement,idt2a,idt2b,1774811423818,1774811423867,1774811423867,48.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811424299586916,cdt2,gas-measurement,idt2a,idt2b,1774811424256,1774811424299,1774811424299,43.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811424747401032,cdt2,gas-measurement,idt2a,idt2b,1774811424700,1774811424747,1774811424747,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811425193529362,cdt2,gas-measurement,idt2a,idt2b,1774811425146,1774811425193,1774811425193,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811425641846620,cdt2,gas-measurement,idt2a,idt2b,1774811425593,1774811425641,1774811425641,48.00,0.00,local,0.0,0.95,1.0000,0,0.85,15.0000,0.95
fo-1774811426088542506,cdt2,gas-measurement,idt2a,idt2b,1774811426040,1774811426088,1774811426088,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811426537058658,cdt2,gas-measurement,idt2a,idt2b,1774811426489,1774811426537,1774811426537,48.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811426986774595,cdt2,gas-measurement,idt2a,idt2b,1774811426938,1774811426986,1774811426986,48.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811427434950225,cdt2,gas-measurement,idt2a,idt2b,1774811427387,1774811427434,1774811427434,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811427882003837,cdt2,gas-measurement,idt2a,idt2b,1774811427834,1774811427882,1774811427882,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811428330275914,cdt2,gas-measurement,idt2a,idt2b,1774811428282,1774811428330,1774811428330,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811428778093024,cdt2,gas-measurement,idt2a,idt2b,1774811428730,1774811428778,1774811428778,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811429227185802,cdt2,gas-measurement,idt2a,idt2b,1774811429179,1774811429227,1774811429227,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811429676405882,cdt2,gas-measurement,idt2a,idt2b,1774811429628,1774811429676,1774811429676,48.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811430123811973,cdt2,gas-measurement,idt2a,idt2b,1774811430076,1774811430123,1774811430123,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811430571986449,cdt2,gas-measurement,idt2a,idt2b,1774811430524,1774811430571,1774811430571,47.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811431019336649,cdt2,gas-measurement,idt2a,idt2b,1774811430972,1774811431019,1774811431019,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811431464963973,cdt2,gas-measurement,idt2a,idt2b,1774811431417,1774811431464,1774811431464,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811431909907831,cdt2,gas-measurement,idt2a,idt2b,1774811431862,1774811431909,1774811431909,46.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811432355227329,cdt2,gas-measurement,idt2a,idt2b,1774811432308,1774811432355,1774811432355,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811432800125256,cdt2,gas-measurement,idt2a,idt2b,1774811432752,1774811432800,1774811432800,47.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811433246062608,cdt2,gas-measurement,idt2a,idt2b,1774811433198,1774811433246,1774811433246,47.00,0.00,local,0.0,0.95,1.0000,0,0.85,15.0000,0.95
fo-1774811433706872160,cdt2,gas-measurement,idt2a,idt2b,1774811433654,1774811433706,1774811433706,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811434167153081,cdt2,gas-measurement,idt2a,idt2b,1774811434115,1774811434167,1774811434167,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811434627776791,cdt2,gas-measurement,idt2a,idt2b,1774811434575,1774811434627,1774811434627,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811435087793537,cdt2,gas-measurement,idt2a,idt2b,1774811435035,1774811435087,1774811435087,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811435547694952,cdt2,gas-measurement,idt2a,idt2b,1774811435495,1774811435547,1774811435547,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811436008286414,cdt2,gas-measurement,idt2a,idt2b,1774811435955,1774811436008,1774811436008,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811436468514858,cdt2,gas-measurement,idt2a,idt2b,1774811436416,1774811436468,1774811436468,51.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811436928805713,cdt2,gas-measurement,idt2a,idt2b,1774811436876,1774811436928,1774811436928,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811437394419391,cdt2,gas-measurement,idt2a,idt2b,1774811437342,1774811437394,1774811437394,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811437855036985,cdt2,gas-measurement,idt2a,idt2b,1774811437802,1774811437855,1774811437855,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811438315542537,cdt2,gas-measurement,idt2a,idt2b,1774811438263,1774811438315,1774811438315,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811438776767359,cdt2,gas-measurement,idt2a,idt2b,1774811438724,1774811438776,1774811438776,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811439237949809,cdt2,gas-measurement,idt2a,idt2b,1774811439185,1774811439237,1774811439237,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811439700082038,cdt2,gas-measurement,idt2a,idt2b,1774811439647,1774811439700,1774811439700,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811440162220073,cdt2,gas-measurement,idt2a,idt2b,1774811440109,1774811440162,1774811440162,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811440623765037,cdt2,gas-measurement,idt2a,idt2b,1774811440571,1774811440623,1774811440623,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811441084713491,cdt2,gas-measurement,idt2a,idt2b,1774811441031,1774811441084,1774811441084,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,15.0000,0.95
fo-1774811441545706450,cdt2,gas-measurement,idt2a,idt2b,1774811441493,1774811441545,1774811441545,52.00,0.00,local,0.0,0.95,10.0000,0,0.85,1.0000,0.95
fo-1774811442006768558,cdt2,gas-measurement,idt2a,idt2b,1774811441953,1774811442006,1774811442006,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774811442468139327,cdt2,gas-measurement,idt2a,idt2b,1774811442415,1774811442468,1774811442468,52.00,0.00,local,0.0,0.95,10.0000,0.1,0.85,15.0000,0.95
fo-1774812272892438391,cdt2,gas-measurement,idt2a,idt2b,1774812272890,1774812272892,1774812272892,2.38,0.00,local,0.0,0.95,10.0000,0.75,0.85,1.1183,0.95
fo-1774812273204478891,cdt2,gas-measurement,idt2a,idt2b,1774812273202,1774812273204,1774812273204,2.18,0.00,local,0.0,0.95,10.0000,0.6,0.85,0.8195,0.95
fo-1774812273516482654,cdt2,gas-measurement,idt2a,idt2b,1774812273514,1774812273516,1774812273516,2.11,0.00,local,0.0,0.95,10.0000,0.5,0.85,0.8010,0.95
fo-1774812273834619451,cdt2,gas-measurement,idt2a,idt2b,1774812273831,1774812273834,1774812273834,3.57,0.00,local,0.0,0.95,1.0000,0.428571,0.85,0.9565,0.95
fo-1774812274148038291,cdt2,gas-measurement,idt2a,idt2b,1774812274145,1774812274148,1774812274148,2.11,0.00,local,0.0,0.95,10.0000,0.375,0.85,0.8682,0.95
fo-1774812274460644398,cdt2,gas-measurement,idt2a,idt2b,1774812274458,1774812274460,1774812274460,1.78,0.00,local,0.0,0.95,10.0000,0.333333,0.85,0.7124,0.95
fo-1774812274774540573,cdt2,gas-measurement,idt2a,idt2b,1774812274772,1774812274774,1774812274774,2.14,0.00,local,0.0,0.95,10.0000,0.3,0.85,1.0174,0.95
fo-1774812275087819438,cdt2,gas-measurement,idt2a,idt2b,1774812275085,1774812275087,1774812275087,2.07,0.00,local,0.0,0.95,10.0000,0.2,0.85,0.6925,0.95
fo-1774812275398924141,cdt2,gas-measurement,idt2a,idt2b,1774812275396,1774812275398,1774812275398,2.22,0.00,local,0.0,0.95,10.0000,0.1,0.85,1.0164,0.95
fo-1774812275712076901,cdt2,gas-measurement,idt2a,idt2b,1774812275710,1774812275712,1774812275712,1.92,0.00,local,0.0,0.95,10.0000,0,0.85,0.8640,0.95
fo-1774812276042328096,cdt2,gas-measurement,idt2a,idt2b,1774812276034,1774812276042,1774812276042,7.55,0.00,local,0.0,0.95,10.0000,0,0.85,1.1862,0.95
fo-1774812276372413674,cdt2,gas-measurement,idt2a,idt2b,1774812276364,1774812276372,1774812276372,7.69,0.00,local,0.0,0.95,10.0000,0,0.85,0.7224,0.95
fo-1774812276702565373,cdt2,gas-measurement,idt2a,idt2b,1774812276695,1774812276702,1774812276702,7.21,0.00,local,0.0,0.95,10.0000,0,0.85,0.7866,0.95
fo-1774812277034074893,cdt2,gas-measurement,idt2a,idt2b,1774812277026,1774812277034,1774812277034,7.74,0.00,local,0.0,0.95,10.0000,0,0.85,0.7504,0.95
fo-1774812277365348735,cdt2,gas-measurement,idt2a,idt2b,1774812277357,1774812277365,1774812277365,7.70,0.00,local,0.0,0.95,10.0000,0,0.85,0.7220,0.95
fo-1774812277696099754,cdt2,gas-measurement,idt2a,idt2b,1774812277688,1774812277696,1774812277696,7.61,0.00,local,0.0,0.95,10.0000,0,0.85,0.6589,0.95
fo-1774812278024210762,cdt2,gas-measurement,idt2a,idt2b,1774812278016,1774812278024,1774812278024,8.02,0.00,local,0.0,0.95,1.0000,0,0.85,0.7732,0.95
fo-1774812278353328753,cdt2,gas-measurement,idt2a,idt2b,1774812278346,1774812278353,1774812278353,7.16,0.00,local,0.0,0.95,10.0000,0,0.85,0.8488,0.95
fo-1774812278683939230,cdt2,gas-measurement,idt2a,idt2b,1774812278676,1774812278683,1774812278683,7.86,0.00,local,0.0,0.95,10.0000,0,0.85,0.6608,0.95
fo-1774812279015079772,cdt2,gas-measurement,idt2a,idt2b,1774812279007,1774812279015,1774812279015,7.95,0.00,local,0.0,0.95,10.0000,0,0.85,0.8800,0.95
fo-1774812279359023000,cdt2,gas-measurement,idt2a,idt2b,1774812279346,1774812279359,1774812279359,12.74,0.00,local,0.0,0.95,10.0000,0,0.85,0.9342,0.95
fo-1774812279705300097,cdt2,gas-measurement,idt2a,idt2b,1774812279692,1774812279705,1774812279705,12.75,0.00,local,0.0,0.95,10.0000,0,0.85,0.8506,0.95
fo-1774812280050321079,cdt2,gas-measurement,idt2a,idt2b,1774812280037,1774812280050,1774812280050,12.81,0.00,local,0.0,0.95,10.0000,0,0.85,0.7282,0.95
fo-1774812280398106302,cdt2,gas-measurement,idt2a,idt2b,1774812280385,1774812280398,1774812280398,13.05,0.00,local,0.0,0.95,10.0000,0,0.85,0.7037,0.95
fo-1774812280752531232,cdt2,gas-measurement,idt2a,idt2b,1774812280740,1774812280752,1774812280752,12.36,0.00,local,0.0,0.95,10.0000,0,0.85,0.8225,0.95
fo-1774812281099417129,cdt2,gas-measurement,idt2a,idt2b,1774812281086,1774812281099,1774812281099,12.63,0.00,local,0.0,0.95,10.0000,0,0.85,0.8674,0.95
fo-1774812281444393493,cdt2,gas-measurement,idt2a,idt2b,1774812281431,1774812281444,1774812281444,12.89,0.00,local,0.0,0.95,10.0000,0,0.85,0.7861,0.95
fo-1774812281797056152,cdt2,gas-measurement,idt2a,idt2b,1774812281783,1774812281797,1774812281797,13.16,0.00,local,0.0,0.95,10.0000,0,0.85,0.9422,0.95
fo-1774812282143713612,cdt2,gas-measurement,idt2a,idt2b,1774812282130,1774812282143,1774812282143,13.14,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.7646,0.95
fo-1774812282489703555,cdt2,gas-measurement,idt2a,idt2b,1774812282477,1774812282489,1774812282489,12.26,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.7042,0.95
fo-1774812282849914822,cdt2,gas-measurement,idt2a,idt2b,1774812282831,1774812282849,1774812282849,18.10,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.6486,0.95
fo-1774812283208928198,cdt2,gas-measurement,idt2a,idt2b,1774812283191,1774812283208,1774812283208,17.83,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.7900,0.95
fo-1774812283569948582,cdt2,gas-measurement,idt2a,idt2b,1774812283551,1774812283569,1774812283569,18.35,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.9159,0.95
fo-1774812283932039259,cdt2,gas-measurement,idt2a,idt2b,1774812283913,1774812283932,1774812283932,18.15,0.00,local,0.0,0.95,1.0000,0.1,0.85,0.6855,0.95
fo-1774812284293524093,cdt2,gas-measurement,idt2a,idt2b,1774812284275,1774812284293,1774812284293,18.37,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.9058,0.95
fo-1774812284654399056,cdt2,gas-measurement,idt2a,idt2b,1774812284636,1774812284654,1774812284654,18.20,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.7932,0.95
fo-1774812285015917594,cdt2,gas-measurement,idt2a,idt2b,1774812284997,1774812285015,1774812285015,18.16,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.7665,0.95
fo-1774812285374875441,cdt2,gas-measurement,idt2a,idt2b,1774812285357,1774812285374,1774812285374,17.63,0.00,local,0.0,0.95,10.0000,0,0.85,0.7638,0.95
fo-1774812285733041465,cdt2,gas-measurement,idt2a,idt2b,1774812285714,1774812285733,1774812285733,18.06,0.00,local,0.0,0.95,10.0000,0,0.85,0.8084,0.95
fo-1774812286092721699,cdt2,gas-measurement,idt2a,idt2b,1774812286074,1774812286092,1774812286092,17.81,0.00,local,0.0,0.95,10.0000,0,0.85,0.7418,0.95
fo-1774812286469776466,cdt2,gas-measurement,idt2a,idt2b,1774812286446,1774812286469,1774812286469,23.05,0.00,local,0.0,0.95,10.0000,0,0.85,0.8607,0.95
fo-1774812286846318082,cdt2,gas-measurement,idt2a,idt2b,1774812286823,1774812286846,1774812286846,22.68,0.00,local,0.0,0.95,10.0000,0,0.85,0.7599,0.95
fo-1774812287223358153,cdt2,gas-measurement,idt2a,idt2b,1774812287199,1774812287223,1774812287223,23.51,0.00,local,0.0,0.95,1.0000,0,0.85,0.8244,0.95
fo-1774812287597889668,cdt2,gas-measurement,idt2a,idt2b,1774812287575,1774812287597,1774812287597,22.78,0.00,local,0.0,0.95,10.0000,0,0.85,0.7357,0.95
fo-1774812287975561269,cdt2,gas-measurement,idt2a,idt2b,1774812287953,1774812287975,1774812287975,22.47,0.00,local,0.0,0.95,10.0000,0,0.85,0.8591,0.95
fo-1774812288349932677,cdt2,gas-measurement,idt2a,idt2b,1774812288327,1774812288349,1774812288349,22.80,0.00,local,0.0,0.95,10.0000,0,0.85,0.7488,0.95
fo-1774812288727343400,cdt2,gas-measurement,idt2a,idt2b,1774812288704,1774812288727,1774812288727,22.77,0.00,local,0.0,0.95,10.0000,0,0.85,0.8510,0.95
fo-1774812289100991831,cdt2,gas-measurement,idt2a,idt2b,1774812289078,1774812289100,1774812289100,22.44,0.00,local,0.0,0.95,10.0000,0,0.85,0.7405,0.95
fo-1774812289477337932,cdt2,gas-measurement,idt2a,idt2b,1774812289454,1774812289477,1774812289477,22.89,0.00,local,0.0,0.95,10.0000,0,0.85,0.6916,0.95
fo-1774812289853467448,cdt2,gas-measurement,idt2a,idt2b,1774812289830,1774812289853,1774812289853,23.37,0.00,local,0.0,0.95,10.0000,0,0.85,0.7065,0.95
fo-1774812290245955431,cdt2,gas-measurement,idt2a,idt2b,1774812290217,1774812290245,1774812290245,28.32,0.00,local,0.0,0.95,1.0000,0,0.85,0.7219,0.95
fo-1774812290126926336,cdt2,gas-measurement,idt2a,idt2b,1774812290605,1774812290126,1774812290126,28.57,0.00,local,0.0,0.95,10.0000,0,0.85,0.7978,0.95
fo-1774812290516923153,cdt2,gas-measurement,idt2a,idt2b,1774812290488,1774812290516,1774812290516,28.05,0.00,local,0.0,0.95,10.0000,0,0.85,0.8844,0.95
fo-1774812290918052820,cdt2,gas-measurement,idt2a,idt2b,1774812290888,1774812290918,1774812290918,29.87,0.00,local,0.0,0.95,1.0000,0,0.85,0.7378,0.95
fo-1774812291309641422,cdt2,gas-measurement,idt2a,idt2b,1774812291281,1774812291309,1774812291309,28.29,0.00,local,0.0,0.95,10.0000,0,0.85,0.9519,0.95
fo-1774812291698691878,cdt2,gas-measurement,idt2a,idt2b,1774812291670,1774812291698,1774812291698,27.82,0.00,local,0.0,0.95,10.0000,0,0.85,0.7235,0.95
fo-1774812292090872187,cdt2,gas-measurement,idt2a,idt2b,1774812292062,1774812292090,1774812292090,28.58,0.00,local,0.0,0.95,1.0000,0,0.85,0.9320,0.95
fo-1774812292481885987,cdt2,gas-measurement,idt2a,idt2b,1774812292454,1774812292481,1774812292481,27.36,0.00,local,0.0,0.95,10.0000,0,0.85,0.7931,0.95
fo-1774812292870652015,cdt2,gas-measurement,idt2a,idt2b,1774812292842,1774812292870,1774812292870,27.80,0.00,local,0.0,0.95,10.0000,0,0.85,0.7366,0.95
fo-1774812293260294137,cdt2,gas-measurement,idt2a,idt2b,1774812293232,1774812293260,1774812293260,28.13,0.00,local,0.0,0.95,10.0000,0,0.85,0.7989,0.95
fo-1774812293667049956,cdt2,gas-measurement,idt2a,idt2b,1774812293633,1774812293667,1774812293667,33.66,0.00,local,0.0,0.95,1.0000,0.1,0.85,1.0611,0.95
fo-1774812294074037032,cdt2,gas-measurement,idt2a,idt2b,1774812294040,1774812294074,1774812294074,33.22,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.8001,0.95
fo-1774812294481933385,cdt2,gas-measurement,idt2a,idt2b,1774812294448,1774812294481,1774812294481,33.57,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.8048,0.95
fo-1774812294888310392,cdt2,gas-measurement,idt2a,idt2b,1774812294854,1774812294888,1774812294888,33.72,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.8662,0.95
fo-1774812295294662568,cdt2,gas-measurement,idt2a,idt2b,1774812295261,1774812295294,1774812295294,33.43,0.00,local,0.0,0.95,10.0000,0.1,0.85,1.0778,0.95
fo-1774812295702059654,cdt2,gas-measurement,idt2a,idt2b,1774812295669,1774812295702,1774812295702,32.79,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.8352,0.95
fo-1774812296117992626,cdt2,gas-measurement,idt2a,idt2b,1774812296084,1774812296117,1774812296117,33.47,0.00,local,0.0,0.95,10.0000,0.1,0.85,0.9705,0.95
fo-1774812296526162428,cdt2,gas-measurement,idt2a,idt2b,1774812296492,1774812296526,1774812296526,33.97,0.00,local,0.0,0.95,10.0000,0.1,0.85,1.0465,0.95
fo-1774812296934288861,cdt2,gas-measurement,idt2a,idt2b,1774812296900,1774812296934,1774812296934,33.36,0.00,local,0.0,0.95,10.0000,0.1,0.85,1.1767,0.95
fo-1774812297343669907,cdt2,gas-measurement,idt2a,idt2b,1774812297310,1774812297343,1774812297343,33.64,0.00,local,0.0,0.95,10.0000,0,0.85,1.0462,0.95
fo-1774812297765515267,cdt2,gas-measurement,idt2a,idt2b,1774812297727,1774812297765,1774812297765,38.33,0.00,local,0.0,0.95,10.0000,0,0.85,0.7476,0.95
fo-1774812298188414374,cdt2,gas-measurement,idt2a,idt2b,1774812298148,1774812298188,1774812298188,39.55,0.00,local,0.0,0.95,1.0000,0,0.85,1.0635,0.95
fo-1774812298610467302,cdt2,gas-measurement,idt2a,idt2b,1774812298572,1774812298610,1774812298610,37.82,0.00,local,0.0,0.95,10.0000,0,0.85,0.9344,0.95
fo-1774812299030440604,cdt2,gas-measurement,idt2a,idt2b,1774812298992,1774812299030,1774812299030,38.27,0.00,local,0.0,0.95,10.0000,0,0.85,0.9154,0.95
fo-1774812299451351249,cdt2,gas-measurement,idt2a,idt2b,1774812299412,1774812299451,1774812299451,38.96,0.00,local,0.0,0.95,10.0000,0,0.85,0.7403,0.95
fo-1774812299870432443,cdt2,gas-measurement,idt2a,idt2b,1774812299832,1774812299870,1774812299870,38.06,0.00,local,0.0,0.95,10.0000,0,0.85,0.7079,0.95
fo-1774812300291785654,cdt2,gas-measurement,idt2a,idt2b,1774812300252,1774812300291,1774812300291,38.88,0.00,local,0.0,0.95,10.0000,0,0.85,1.0037,0.95
fo-1774812300715059750,cdt2,gas-measurement,idt2a,idt2b,1774812300676,1774812300715,1774812300715,38.46,0.00,local,0.0,0.95,10.0000,0,0.85,0.6749,0.95
fo-1774812301147153854,cdt2,gas-measurement,idt2a,idt2b,1774812301108,1774812301147,1774812301147,38.43,0.00,local,0.0,0.95,10.0000,0,0.85,0.7149,0.95
fo-1774812301568947645,cdt2,gas-measurement,idt2a,idt2b,1774812301530,1774812301568,1774812301568,38.54,0.00,local,0.0,0.95,10.0000,0,0.85,0.7273,0.95
fo-1774812302005840359,cdt2,gas-measurement,idt2a,idt2b,1774812301962,1774812302005,1774812302005,43.59,0.00,local,0.0,0.95,10.0000,0,0.85,0.9620,0.95
fo-1774812302439810928,cdt2,gas-measurement,idt2a,idt2b,1774812302396,1774812302439,1774812302439,43.49,0.00,local,0.0,0.95,10.0000,0,0.85,0.6489,0.95
fo-1774812302873623901,cdt2,gas-measurement,idt2a,idt2b,1774812302829,1774812302873,1774812302873,43.99,0.00,local,0.0,0.95,10.0000,0,0.85,1.0254,0.95
fo-1774812303311524277,cdt2,gas-measurement,idt2a,idt2b,1774812303267,1774812303311,1774812303311,44.25,0.00,local,0.0,0.95,10.0000,0,0.85,0.9454,0.95
fo-1774812303748145346,cdt2,gas-measurement,idt2a,idt2b,1774812303704,1774812303748,1774812303748,44.03,0.00,local,0.0,0.95,10.0000,0,0.85,1.0556,0.95
fo-1774812304184744396,cdt2,gas-measurement,idt2a,idt2b,1774812304141,1774812304184,1774812304184,43.46,0.00,local,0.0,0.95,10.0000,0,0.85,0.6643,0.95
fo-1774812304618060878,cdt2,gas-measurement,idt2a,idt2b,1774812304575,1774812304618,1774812304618,42.97,0.00,local,0.0,0.95,10.0000,0,0.85,0.8135,0.95
fo-1774812305054712207,cdt2,gas-measurement,idt2a,idt2b,1774812305011,1774812305054,1774812305054,43.34,0.00,local,0.0,0.95,10.0000,0,0.85,0.6702,0.95
